ID,Артикул,Производитель,Название,Ед. Изм.,Кол-во,Кол. Вн. склады,Цена
147178,SQ0527-0002,TDM,"Соединительная клемма СК-413 (2,5мм2) TDM",шт,9774,517550.0,16.57
147184,SQ0527-0022,TDM,"Соединительная клемма СК-613 (2,5мм2) TDM",шт,10,13500.0,21.62
147186,SQ0527-0023,TDM,"Соединительная клемма СК-615 (2,5мм2) TDM",шт,120,13500.0,32.02
147272,SQ0533-0024,TDM,Наконечник медный луженый ТМЛ 16-8-6 ГОСТ 7386-80 TDM,шт,50,9207.0,29.11
147291,SQ0533-0026,TDM,Наконечник медный луженый ТМЛ 50-8-11 ГОСТ 7386-80 TDM,шт,32,4050.0,74.57
147294,SQ0533-0009,TDM,Наконечник медный луженый ТМЛ 70-10-13 ГОСТ 7386-80 TDM,шт,9,4813.0,86.52
147340,SQ0538-0004,TDM,Гильза кабельная медная луженая ГМЛ 6-4 ГОСТ 23469.3-79 TDM,шт,50,,12.59
147796,SQ0581-0004,TDM,"Клеммная колодка для сетей уличного освещения КСУ-4 (КЕ10.506) 6x(10-50AL /2,5-35 Cu) TDM",шт,80,,308.79
259502,SQ1303-0181,TDM,"Удлинитель бытовой ""Люкс"" УЛ03В выкл, 3 гнезда, 10м, с/з, с з/ш, ПВС 3х1мм2 16А/250В бело-серый TDM",шт,1,150.0,1228.68
147007,SQ0518-0227,TDM,Термоусаживаемая трубка ТУТнг 12/6 синяя по 1м (50 м/упак) TDM,м,50,2700.0,22.05
147035,SQ0518-0255,TDM,Термоусаживаемая трубка ТУТнг 20/10 синяя по 1м (50 м/упак) TDM,м,50,2450.0,57.24
147036,SQ0518-0256,TDM,Термоусаживаемая трубка ТУТнг 20/10 черная по 1м (50 м/упак) TDM,м,38,,51.97
146695,SQ0512-0009,TDM,Наконечник-гильза Е35-16 35мм2 с изолированным фланцем (100шт) TDM,упак,4,5.0,479.14
145809,SQ0335-1003,TDM,"Переходник E40-E27, белый, TDM",шт,25,2000.0,61.12
146147,SQ0405-0002,TDM,Крепеж-клипса для трубы 20 мм (100шт) TDM,шт,2000,333200.0,2.58
146146,SQ0405-0001,TDM,Крепеж-клипса для трубы 16 мм (100шт) TDM,шт,2000,215800.0,2.17
146212,SQ0405-0112,TDM,Крепеж-клипса для трубы ПНД 20 мм черная TDM,шт,20,50250.0,3.9
146508,SQ0412-0031,TDM,"Зажим анкерный ЗАБ 16-25 М (PA25x100, DN123) TDM",шт,4,20685.0,86.12
146489,SQ0412-0005,TDM,"Зажим герметичный ответвительный прокалывающий ЗГОП 16-95/2,5-35 (P 645, SLIW 54, TTD 151) TDM",шт,24,9181.0,162.22
146041,SQ0401-0001,TDM,Труба гофр.ПВХ d 16 с зондом (100 м) легкая TDM,м,500,52500.0,11.33
144311,SQ0222-0005,TDM,Рубильник модульный РМ-63 3П 63A TDM,шт,9,84.0,1187.24
144330,SQ0223-0071,TDM,Авт. выкл. ВА47-60 1Р 4А 6кА х-ка С TDM,шт,5,6.0,249.76
144335,SQ0223-0079,TDM,Авт. выкл. ВА47-60 1Р 25А 6кА х-ка С TDM,шт,1,600.0,193.61
144331,SQ0223-0073,TDM,Авт. выкл. ВА47-60 1Р 6А 6кА х-ка С TDM,шт,2,600.0,193.73
144361,SQ0223-0112,TDM,Авт. выкл. ВА47-60 3Р 32А 6кА х-ка С TDM,шт,8,108.0,736.23
144355,SQ0223-0103,TDM,Авт. выкл. ВА47-60 3Р 4А 6кА х-ка С TDM,шт,1,13.0,884.27
144360,SQ0223-0111,TDM,Авт. выкл. ВА47-60 3Р 25А 6кА х-ка С TDM,шт,4,200.0,695.78
144356,SQ0223-0105,TDM,Авт. выкл. ВА47-60 3Р 6А 6кА х-ка С TDM,шт,1,87.0,728.91
144358,SQ0223-0109,TDM,Авт. выкл. ВА47-60 3Р 16А 6кА х-ка С TDM,шт,9,200.0,695.78
144490,SQ0325-0015,TDM,Лампа металлогалогенная ДРИ 250 2700 К Е40 TDM,шт,15,250.0,565.66
144500,SQ0325-0024,TDM,Лампа ртутная высокого давления ДРЛ 700 Вт Е40 TDM,шт,4,144.0,1612.28
144498,SQ0325-0009,TDM,Лампа ртутная высокого давления ДРЛ 250 Вт Е40 TDM,шт,2,2780.0,417.32
144459,SQ0323-0090,TDM,Лампа энергосберегающая КЛЛ-PD-18Вт-4000K-G24q-2 TDM,шт,4,,142.29
144480,SQ0325-0004,TDM,Лампа натриевая высокого давления ДНаТ 250 Вт Е40 TDM,шт,1,1190.0,518.9
144866,SQ0310-0004,TDM,"Светильник НСП 02-200-022.01 У2 (с решеткой, стекло, крюк) TDM",шт,4,76.0,687.65
144860,SQ0310-0001,TDM,"Светильник НСП 02-100-001.01 У2 (без решетки, стекло, крюк) TDM",шт,9,,540.72
143591,SQ0203-0013,TDM,УЗО ВД1-63 2Р 40А 30мА TDM,шт,4,603.0,1018.32
143603,SQ0203-0050,TDM,УЗО ВД1-63 4Р 100А 30мА TDM,шт,8,7.0,2432.67
152342,SQ0204-0106,TDM,Диф.автомат АД12 2Р 16А 30мА TDM,шт,9,364.0,766.85
143514,SQ0202-0003,TDM,АВДТ 63 2Р(1Р+N) C20 30мА 6кА тип А TDM,шт,1,600.0,992.18
143737,SQ0206-0008,TDM,"Авт. выкл.ВА47-29 1Р 10А 4,5кА х-ка В TDM",шт,30,1632.0,142.64
143808,SQ0206-0078,TDM,"Авт. выкл.ВА47-29 1Р 40А 4,5кА х-ка С TDM",шт,13,2975.0,133.98
143741,SQ0206-0012,TDM,"Авт. выкл.ВА47-29 1Р 25А 4,5кА х-ка В TDM",шт,17,395.0,149.37
143802,SQ0206-0070,TDM,"Авт. выкл.ВА47-29 1Р 6А 4,5кА х-ка С TDM",шт,18,5526.0,126.9
143739,SQ0206-0010,TDM,"Авт. выкл.ВА47-29 1Р 16А 4,5кА х-ка В TDM",шт,4,,136.19
143805,SQ0206-0074,TDM,"Авт. выкл.ВА47-29 1Р 16А 4,5кА х-ка С TDM",шт,88,26109.0,115.43
143823,SQ0206-0097,TDM,"Авт. выкл.ВА47-29 2Р 40А 4,5кА х-ка С TDM",шт,2,1968.0,285.35
143839,SQ0206-0113,TDM,"Авт. выкл.ВА47-29 3Р 40А 4,5кА х-ка С TDM",шт,7,1882.0,407.61
143838,SQ0206-0112,TDM,"Авт. выкл.ВА47-29 3Р 32А 4,5кА х-ка С TDM",шт,2,2794.0,448.18
143841,SQ0206-0115,TDM,"Авт. выкл.ВА47-29 3Р 63А 4,5кА х-ка С TDM",шт,3,1863.0,508.17
143830,SQ0206-0104,TDM,"Авт. выкл.ВА47-29 3Р 5А 4,5кА х-ка С TDM",шт,3,,562.18
143901,SQ0206-0175,TDM,"Авт. выкл.ВА47-29 3Р 25А 4,5кА х-ка D TDM",шт,1,400.0,544.11
143831,SQ0206-0105,TDM,"Авт. выкл.ВА47-29 3Р 6А 4,5кА х-ка С TDM",шт,2,475.0,464.31
143899,SQ0206-0173,TDM,"Авт. выкл.ВА47-29 3Р 16А 4,5кА х-ка D TDM",шт,1,,585.56
143771,SQ0206-0042,TDM,"Авт. выкл.ВА47-29 3Р 16А 4,5кА х-ка В TDM",шт,10,,471.83
144249,SQ0218-0002,TDM,"Авт. выкл.ВА47-63 1Р 10А 4,5кА х-ка С TDM",шт,9,3276.0,111.71
144254,SQ0218-0007,TDM,"Авт. выкл.ВА47-63 1Р 40А 4,5кА х-ка С TDM",шт,11,1224.0,114.92
144253,SQ0218-0006,TDM,"Авт. выкл.ВА47-63 1Р 32А 4,5кА х-ка С TDM",шт,1,2244.0,112.9
144260,SQ0218-0027,TDM,"Авт. выкл.ВА47-63 2Р 20А 4,5кА х-ка С TDM",шт,4,600.0,240.33
144262,SQ0218-0013,TDM,"Авт. выкл.ВА47-63 2Р 32А 4,5кА х-ка С TDM",шт,2,888.0,213.84
144261,SQ0218-0012,TDM,"Авт. выкл.ВА47-63 2Р 25А 4,5кА х-ка С TDM",шт,6,1362.0,205.29
144259,SQ0218-0011,TDM,"Авт. выкл.ВА47-63 2Р 16А 4,5кА х-ка С TDM",шт,10,1164.0,225.73
144269,SQ0218-0020,TDM,"Авт. выкл.ВА47-63 3Р 20А 4,5кА х-ка С TDM",шт,1,400.0,370.36
144271,SQ0218-0022,TDM,"Авт. выкл.ВА47-63 3Р 32А 4,5кА х-ка С TDM",шт,3,858.0,347.49
144274,SQ0218-0025,TDM,"Авт. выкл.ВА47-63 3Р 63А 4,5кА х-ка С TDM",шт,1,492.0,437.74
144270,SQ0218-0021,TDM,"Авт. выкл.ВА47-63 3Р 25А 4,5кА х-ка С TDM",шт,7,948.0,329.67
143979,SQ0207-0002,TDM,Авт. выкл. ВА47-100 1Р 16А 10кА х-ка D TDM,шт,4,96.0,621.78
144001,SQ0207-0024,TDM,Авт. выкл. ВА47-100 3Р 16А 10кА х-ка D TDM,шт,1,223.0,1865.36
143981,SQ0207-0004,TDM,Авт. выкл. ВА47-100 1Р 25А 10кА х-ка D TDM,шт,2,215.0,621.78
144004,SQ0207-0027,TDM,Авт. выкл. ВА47-100 3Р 32А 10кА х-ка D TDM,шт,2,,2007.41
144007,SQ0207-0030,TDM,Авт. выкл. ВА47-100 3Р 50А 10кА х-ка D TDM,шт,6,49.0,2007.41
143797,SQ0206-0083,TDM,"Авт. выкл.ВА47-29 1Р 2,5А 4,5кА х-ка С TDM",шт,8,,232.85
143936,SQ0207-0046,TDM,Авт. выкл. ВА47-100 1Р 16А 10кА х-ка С TDM,шт,3,720.0,626.46
143958,SQ0207-0069,TDM,Авт. выкл. ВА47-100 3Р 20А 10кА х-ка С TDM,шт,1,240.0,1819.65
143938,SQ0207-0049,TDM,Авт. выкл. ВА47-100 1Р 32А 10кА х-ка С TDM,шт,3,677.0,597.99
143940,SQ0207-0051,TDM,Авт. выкл. ВА47-100 1Р 40А 10кА х-ка С TDM,шт,3,133.0,597.99
143963,SQ0207-0074,TDM,Авт. выкл. ВА47-100 3Р 50А 10кА х-ка С TDM,шт,2,223.0,1917.22
143942,SQ0207-0053,TDM,Авт. выкл. ВА47-100 1Р 63А 10кА х-ка С TDM,шт,6,,622.05
143926,SQ0206-0198,TDM,Расцепитель независимый РН47 на DIN-рейку TDM,шт,2,804.0,1501.09
259139,SQ0527-0041,TDM,"Соединительная проходная клемма СК-412-2 (2,5мм2) TDM",шт,76,19680.0,35.63
259140,SQ0527-0042,TDM,"Соединительная проходная клемма СК-413-2 (2,5мм2) TDM",шт,50,12100.0,43.12
144071,SQ0211-0002,TDM,Выключатель нагрузки (мини-рубильник) ВН-32 1P 20A TDM,шт,3,1164.0,162.62
144084,SQ0211-0015,TDM,Выключатель нагрузки (мини-рубильник) ВН-32 2P 40A TDM,шт,2,600.0,312.95
144076,SQ0211-0007,TDM,Выключатель нагрузки (мини-рубильник) ВН-32 1P 63A TDM,шт,17,1200.0,173.88
144096,SQ0211-0027,TDM,Выключатель нагрузки (мини-рубильник) ВН-32 3P 63A TDM,шт,5,420.0,509.35
144088,SQ0211-0029,TDM,Выключатель нагрузки (мини-рубильник) ВН-32 3P 100A TDM,шт,2,400.0,566.72
142381,SQ0206-0072,TDM,"Авт. выкл.ВА47-29 1Р 10А 4,5кА х-ка С TDM",шт,7,12293.0,120.57
138546,SQ0810-0005,TDM,Изолятор угловой синий TDM,шт,40,9500.0,3.15
138544,SQ0810-0004,TDM,Изолятор угловой желтый TDM,шт,122,12500.0,3.15
138541,SQ0810-0001,TDM,Изолятор на DIN рейку желтый TDM,шт,120,5000.0,6.84
138394,SQ0803-0001,TDM,Зажим наборный ЗНИ-4мм2 (JXB35А) серый TDM,шт,250,570.0,19.71
138452,SQ0804-0016,TDM,Кронштейн наклонный для Din-рейки КНД-30 TDM,шт,50,4000.0,30.85
138289,SQ0801-0008,TDM,"Шина ""N"" нулевая на DIN-рейку в корпусе 2х15групп TDM",шт,4,523.0,618.79
138245,SQ0801-0037,TDM,"Шина ""N"" нулевая 6х9мм 6/1 (6 групп/крепеж по центру) TDM",шт,30,,47.92
138309,SQ0801-0078,TDM,"Шина ""N"" нулевая в изоляторе на DIN-рейку 8x12мм 10 групп TDM",шт,96,2000.0,171.95
137263,SQ0519-0010,TDM,Соединительный изолирующий зажим СИЗ-5 20 кв.мм красный (50шт) TDM,упак,8,2100.0,210.31
153049,SQ1101-1074,TDM,"ТТН 30T/250/5- 5VA/0,5S-Р TDM",шт,15,,1062.22
137970,SQ0746-0037,TDM,Кнопка SB7-CW3565-220V(LED) d22мм 1з+1р желтая TDM,шт,7,470.0,448.47
137962,SQ0746-0033,TDM,Кнопка SB7-CW3365-220V(LED) d22мм 1з+1р зеленая TDM,шт,2,1660.0,448.47
137966,SQ0746-0035,TDM,Кнопка SB7-CW3465-220V(LED) d22мм 1з+1р красная TDM,шт,7,1050.0,448.47
137123,SQ0412-0001,TDM,"Зажим герметичный ответвительный прокалывающий ЗГОП 16-95/1,5-10 (P6, P616, SLIW11.1, TTD 051) TDM",шт,30,19818.0,108.96
132943,SQ0213-0011,TDM,Контактор модульный КМ63/4-20 4НО TDM,шт,7,94.0,2047.41
132897,SQ0526-0602,TDM,Изолента вулканизирующая 19 мм 9 метров,шт,2,735.0,233.76
132895,SQ0526-0501,TDM,Изолента Х/Б 19мм*7м двусторонняя (100 г),шт,80,24509.0,62.0
132892,SQ0207-0047,TDM,Выключатель автоматический 1-пол. 20А C 10кА ВА47-100,шт,2,251.0,633.87
132934,SQ0213-0007,TDM,Контактор модульный КМ63/2-25 1НО;1НЗ TDM,шт,2,,1998.87
152519,SQ0350-0058,TDM,"Фонарь автомоб. универс., 6Вт CREE+3 Вт СОВ, USB TDM",шт,3,240.0,1586.74
136645,SQ0744-0005,TDM,Рубильник ВНК-37-1 3П 400А с установленной фронтальной ручкой управления TDM (SQ0744-0005),шт,2,21.0,11432.8
152627,SQ0365-0009,TDM,ПРА для ДНаТ/ДРИ-70 Вт встраиваемый TDM,шт,5,3598.0,885.96
258201,SQ0353-0202,TDM,"Светильник вандалоустойчивый LED ДБО01-12-002 (с датчиком САВ) 12Вт, 1000 Лм, 4000К, IP54",шт,39,18.0,1058.54
136643,SQ0744-0003,TDM,Рубильник ВНК-35-1 3П 250А с установленной фронтальной ручкой 1 управления TDM (SQ0744-0003),шт,7,15.0,6352.57
142421,SQ0412-0103,TDM,"Скрепа-бугель усиленная СУ-20 100 шт/уп (COT36 ,NB20) TDM",упак,2,211.0,1578.78
142420,SQ0412-0101,TDM,"Лента монтажная ЛМ -50 (F 2007, COT37, F207,50м в упаковке) TDM",рул,11,791.0,3088.26
133018,SQ1807-0027,TDM,Решетка неразъемная 175х175 (SQ1807-0027) TDM,шт,2,910.0,69.52
152626,SQ0365-0002,TDM,ПРА для ДНаТ-100 Вт встраиваемый TDM,шт,175,3904.0,882.16
153127,SQ1702-0097,TDM,Элемент питания CR2016 Lithium 3V BP-1 TDM,шт,40,11960.0,17.68
387,SQ0831-0002,TDM,"Сжим кабельный У 733 М(16-35)-(1,5-10)",шт,24,13771.0,35.79
258974,SQ0355-0037,TDM,"Лампа бактерицидная UVC 15 Вт, T8/G13, безозоновая TDM",шт,10,4650.0,151.26
258743,SQ0224-0051,TDM,Модульный переключатель трехпозиционный МП-125 4P 125А TDM,шт,1,20.0,4842.27
438868,SQ1506-0102,TDM,"Таймер розеточный ТРЭ-Н-01-1мин/7дн-10on/off-8А (недельный) упак.-термоусад.пленка ""Народный""",шт,1,404.0,708.95
438867,SQ1506-0101,TDM,"Умный дом Таймер розеточный ТРМ-Н-01-30мин/24ч-10А (суточный) упак.-термоусад.пленка ""Народный""",шт,8,,338.24
438865,SQ2504-0017,TDM,"Электроплитка одноконф. ЭПС1 МИНИ, 230 В, 0,5 кВт, спираль, белая, TDM",шт,9,,756.86
393747,SQ0915-0303,TDM,Бокс мультимедийный БМ-ВП-04 TDM,шт,1,,3342.69
386685,SQ0607-0006,TDM,Вилка 625 скрытая 3Р+РЕ+N 32А 380В IP44 TDM,шт,8,800.0,546.59
386772,SQ0510-0603,TDM,"Клемма винтовая изолированная КВИ-3 для Al и Cu проводов (6,0мм2) серая TDM",шт,22,6630.0,65.73
386773,SQ0510-0604,TDM,"Клемма винтовая изолированная КВИ-3 для Al и Cu проводов (6,0мм2) синяя TDM",шт,7,7200.0,65.73
386774,SQ0510-0602,TDM,"Клемма винтовая изолированная КВИ-3 для Al и Cu проводов (6,0мм2) фиолетовая TDM",шт,22,7200.0,65.73
320427,SQ0218-0057,TDM,"Авт. выкл.ВА47-63 3Р 25А 4,5кА х-ка B TDM",шт,1,,250.54
320886,SQ2901-1022,TDM,"Лоток неперфорированный 100х100х3000-0,7 мм TDM",м,300,414.0,567.5
179876,1SAE351111R0640,ABB,"Контактор ESB63-40N-06 модульный (63А АС-1, 4НО), катушка 230В AC/DC",шт,1,31.0,10940.8
141133,1SAE231111R0620,ABB,"Контактор ESB25-20N-06 модульный (25А АС-1, 2НО), катушка 230В AC/DC",шт,1,,4403.1
140129,2CSR245072R1104,ABB,Авт.выключатель диф. тока DSH201R C10 AC30,шт,5,210.0,6317.32
137027,2582522003298,ABB,Авт.диф.тока DS901 L C25 30MA тип АС,шт,1,,1000.0
133618,2CCS883001R0164,ABB,Автом.выключат.3 полюс. S803C C16,шт,1,,10057.85
127255,1SCA104997R1001,ABB,Дополнительный полюс OTPN40FP (клемма N - стационарная нейтраль) для рубильников OT16..40F3,шт,1,,1259.7
125554,1SDA067432R1,ABB,Выключатель автоматический XT1S 160 TMD 63-630 3p F F,шт,1,,25190.1
115008,1SFA611214R2006,ABB,Переключатель M3SS5-20B (длинная ручка) черный 3-х позиционный б ез подсветки (только корпус) с возв,шт,1,1.0,2090.4
114752,1SFA619210R1026,ABB,Переключатель C3SS1-10B-20 3-х позиционный черный 2НО с фиксацией,шт,1,,1170.0
114024,1SFA619600R6236,ABB,"Зуммер CB1-623B с непрерывным сигналом, без подсветки, чёрный, 230 В AC",шт,1,,5475.6
238597,2CDD644051R0063,ABB,"Выкл. нагрузки 4P, 63A, BMD51463",шт,1,,5453.59
98768,2CDS271001R0014,ABB,Автомат.выкл-ль 1-полюсной S201M C1,шт,2,19.0,2141.1
98593,2CDS253001R0557,ABB,Автомат.выкл-ль 3-полюсной S203 K40,шт,1,,7035.6
98541,2CDS253001R0467,ABB,Автомат.выкл-ль 3-полюсной S203 K16,шт,2,,3541.2
93272,2CTHCHFC4002,ABB,Рулон стальной ленты (25 м),шт,1,,24328.07
78882,2582522003342,ABB,Вольтметр перем.тока VLM 1/300V,шт,2,,646.0
79274,CT3/150,ABB,"Трансформатор тока CT3/150, класс 0.5, 3VA, 150/5A",шт,3,,2744.63
81139,1SAZ711201R1014,ABB,"Реле перегрузки тепловое T16-0.41 диапазон уставки 0,31А…0,41А для контакторов типа B6, B7",шт,1,6.0,4261.4
72948,2CDD283101R0025,ABB,Рубильник 3-полюсный рычаг красный SD203/25 (АВВ),шт,1,137.0,3551.6
71934,1SFA619403R5233,ABB,Лампа CL2-523Y жёлтая со встроенным светодиодом 230В AC (ABB),шт,3,1465.0,958.1
29661,1SCA022775R3670,ABB,Рубильник OT 630 E03 (ABB),шт,4,57.0,42612.7
22011,2CDS253001R0044,ABB,S 203 C 3P 4 А 6 кА (ABB),шт,2,5.0,4330.3
50258,2CDS251001R0061,ABB,S 201 D 1P 6 А 6 кА (ABB),шт,4,63.0,2133.3
20152,RZ1P4,ABB,Держатель рамы WR и монт. платы WM для шкафов Triline-R,упак,28,,8809.01
18580,GJL1201330R0002,ABB,"Контакт CAF6-11-E фронтальный для В6, В7,К6",шт,5,,838.5
20630,1SBL411001R8000,ABB,контактор A 75-30-00 75 А 220 В AC (ABB),шт,1,,16253.28
20178,LUC 12 496,ABB,клеммник N+PE 12496 для боксов 12 444/12 454,шт,2,,1624.73
17973,GHE3291202R0006,ABB,Контактор ESB 24-04 24 А 220 В AC/DC 4НЗ модульный (ABB),шт,2,,2783.85
12268,1SBN010010R1001,ABB,Контакт СА5 01 н.з фронтальный для А9..А110,шт,10,1.0,635.7
12904,1SBN010010R1010,ABB,Контакт СА5 10 н.о. фронтальный для А9...А110,шт,8,,635.7
12842,4050300531533,ЭЛЕКТРОМЕХАНИКА,"Лампа ГЛН DECOSTAR 51S STANDARD 35 Вт 12 В GU5,3 (Osram)",шт,10,,630.92
11499,2CSG221110R1101,ABB,"Трансформатор тока CT 4/ 150, класс 1,0, 3,0 VA, 150/5А на шину 40х10 (ABB)",шт,3,,15654.6
10350,1SFA619100R3041,ABB,Кнопка красная CP1-30R-01 без фикс. 1H3,шт,3,4.0,1218.1
8850,GHE3291302R0006,ABB,Контактор ESB 24-22 24 А 220 В AC/DC 2НО 2НЗ модульный (ABB),шт,2,,2627.86
9232,2CPX062305R9999,ABB,ED 33P2 Устр-во для рег. распол. профилей и монт. плат отн. профилей EDF,шт,77,,2398.5
7517,GHE3211102R0006,ABB,Контактор ESB 20-20 20 А 220 В AC/DC 2НО модульный (ABB),шт,8,,2853.5
7530,GHE3491102R0006,ABB,Контактор ESB 40-40 40 А 220 В AC/DC 4НО модульный (ABB),шт,1,,5008.56
443264,ZW143P2,ABB,Регуляторы глубины для держ.шин ZX152 ZW143P2 ABB,шт,44,,7983.8
56692,1SFN010820R1011,ABB,Контактный блок CAL19-11 боковой 1HO1НЗ для контакторов АF116 - АF370,шт,4,19.0,1365.0
23873,2CDS251001R0014,ABB,S 201 C 1P 1 А 6 кА (ABB),шт,1,567.0,1119.3
31334,8000126125016,ABB,клеммник N+PE 12501 для боксов 12 052/12 035/12 067/12 068,шт,1,4807.0,2226.9
10183,122640006,ABB,Бокс Unibox навесной 2х12 мод 390 х 295 х 115 IP41 белый дверь прозрачная (ABB),шт,1,,3108.22
21688,2CDS253001R0064,ABB,S 203 C 3P 6 А 6 кА (ABB),шт,1,833.0,2982.2
23058,1SFN010720R1011,ABB,Контактный блок CAL 18-11 боковой 1НО и 1 НЗ для A(F)95-AF1650.N,шт,6,,1365.0
55483,2CSS200911R0005,ABB,"Реле минимального напряжения S2C-UA230 AC 220В AC для S200, DS9..., DS200",шт,1,,13899.6
49996,1SDA070309R1,ABB,A1C 125 TMF 80-800 3p. F F,шт,2,,19297.2
21685,2CDS251001R0064,ABB,S 201 C 1P 6 А 6 кА (ABB),шт,1,6581.0,848.9
83267,1SNK710010R0000,ABB,"Клемма втычная ZK10 серая - 10 мм?, 2 зажима",шт,60,,62.44
83269,1SNK710020R0000,ABB,"Клемма втычная ZK10-BL синяя - 10 мм?, 2 зажима",шт,19,,64.86
83194,1SNK705011R0000,ABB,"Клемма втычная ZK2,5-3P серая, 2,5 мм?, 3 зажима",шт,50,,22.14
83237,1SNK705910R0000,ABB,"Изолятор торцевой EK2,5 для втычных клемм ZK2,5..ZK6 (только 2-х зажимных)",шт,19,20.0,37.78
24029,2CDS251001R0044,ABB,S 201 C 1P 4 А 6 кА (ABB),шт,1,304.0,1085.5
22680,2CDS251001R0974,ABB,"S 201 C 1P 1,6 А 6 кА (ABB)",шт,1,,1872.0
33946,2CDS200922R0001,ABB,S2C-S/H6R Сигнальный контакт для S200,шт,2,908.0,2355.6
63354,1SPE007717F9992,ABB,Бокс настенный 12 мод. 292х257х120 прозрачная дверь Mistral41 с клеммами (ABB),шт,3,,4857.79
42109,1SDA067013R1,ABB,XT2N 160 TMD 32-320 3p F F,шт,4,23.0,27745.9
44430,1SDA066325R1,ABB,Реле отключения SOR-C XT1..XT4 F/P 220-240В AC/220-250В DC,шт,2,62.0,6968.0
44847,2CSR255040R1324,ABB,Автомат дифференциальный DS201 1P AC C 32 А 30 мА (ABB),шт,1,,6918.94
12828,12828,ABB,Бокс Unibox навесной 1х8 мод 220 х 215 х 105 IP41 белый дверь прозрачная (ABB),шт,1,,414.38
44187,2CSR255040R1204,ABB,Автомат дифференциальный DS201 1P AC C 20 А 30 мА (ABB),шт,2,,6986.14
29178,LUC 12 497,ABB,"клеммник N+PE 12497 для боксов 12738/12758, 12764/12477",шт,1,,2230.8
43968,1SFL437001R7000,ABB,Контактор AF 95-30-00 95 А с универсальной катушкой 100-250 В AC/DC (ABB),шт,1,,31063.71
43705,1SDA067013R1,ABB,XT1B 160 TMD 63-630 3p F F,шт,1,,16042.0
43339,2CCS800900R0011,ABB,Дополнительный контакт боковой 2ПК S800-AUX для S800 (ABB),шт,2,,5948.8
41882,GJL1201330R0006,ABB,"Контакт CAF6-20E фронтальной для B6, B7",шт,10,,838.5
41728,1SBN030111R1000,ABB,Блокировка электромеханическая VEM4 для контакторов AF09…AF38,шт,2,,2710.5
42663,1SDA066807R1,ABB,XT1B 160 TMD 100-1000 3p F F 18ka,шт,1,,22587.5
41643,1SBN010110R1010,ABB,Контакт СА4 10 н.о. фронтальный для AF09..AF96 и NF,шт,4,,531.7
42987,1SDA066422R1,ABB,AUX 1Q 250V AC/DC XT1...XT4 Контакт состояния выключения (Без кабеля),шт,10,15.0,3402.1
42664,1SDA066652R1,ABB,DIN50022 XT1 3p Монтажная плата для крепления на Din рейке,шт,1,4.0,1515.8
40166,2CSR252001R1104,ABB,Автомат дифференциальный DS202 2P AC C 10 А 30 мА (ABB),шт,1,14.0,17781.4
31933,1SAM401904R1001,ABB,"SK4-11 Сигнальный контакт для общ. сигн. срабат. боков. установ. для MS 450, MS 495",шт,2,,1901.95
254739,RB34S,ABB,Панель нижняя с синусоидальным фланцем RB34S,шт,5,,20280.0
250810,2CDE281001R0025,ABB,Рубильник 1пол. E201r 25A рычаг крас.,шт,2,,0.0
249228,16178244,ABB,Шкала для амперметра SCL-A5-60/72,шт,46,,0.0
249602,1SDA054910R1,ABB,Контакты состояния выключателя AUX-C T4-T5-T6 1Q 1SY 250 Vac/dc,шт,11,,7109.8
241804,2CSR645041R1104,ABB,"Выкл. авт. диф. тока, 1P+N, 10А, C, 4.5kA, 30мA, AC, BMR415C10",шт,4,,3288.7
228926,1SAE901901R1020,ABB,Контакт EH04-20N боковой для ESB..N и EN..N,шт,2,24.0,1783.6
271016,EXPERt00000025491,Эксперт-Кабель,"Кабель силовой ВВГнг(А)-ХЛ 3х6,0 ок(N,PE)–0,66 ГОСТ",м,65,,378.21
209484,VPK2110,Texenergo,Выключатель путевой концевой ВПК-2110 БУ2,шт,6,958.0,519.13
442520,Е20-15-252416-32,Texenergo,Ящик под рубильник ЩМП-00Я IP54 (450х240х175) с отверст п/рук (под ЯРП-100),шт,9,224.0,2661.81
212824,PA830030,Texenergo,Амперметр Э8030-М1 30/5 А,шт,1,90.0,570.58
212149,ST127422,Texenergo,Стартер S2 4-22Вт 110-240В,шт,24,20819.0,8.7
212505,te00131264,Texenergo,Скоба металл. 1-лапк. СМО Ф12-13мм,шт,16,,3.86
211986,RE31141000,Texenergo,Разъединитель РЕ19-41-31140-00 УХЛ3,шт,1,39.0,15363.75
212511,te00301820,Texenergo,Скоба металл. 2-лапковая СМД Ф10-11мм,шт,1350,,4.32
212512,te00301819,Texenergo,Скоба металл. 2-лапковая СМД Ф12-13мм,шт,1045,,4.81
212513,te00301818,Texenergo,Скоба металл. 2-лапковая СМД Ф14-15мм,шт,450,,4.22
212491,SE125-032Q,Texenergo,Розетка 125 стац. ОУ 3Р+PE+N 32А 380В IP44,шт,5,2078.0,271.88
212430,SE025-032Q,Texenergo,Вилка 025 переносная 3P+PE+N 32А 380В IP44,шт,17,2102.0,258.83
212482,SE225-032Q,Texenergo,Розетка 225 переносная 3Р+PE+N 32А 380B IP44,шт,54,1420.0,265.35
212269,SAV56-063,Texenergo,Выключатель автоматический ВА 5731-340010 63 А,шт,5,31.0,2565.76
212577,ZB21-101,Texenergo,Вспомогательный блок контактов для ВК21-ZBE101 1з (1NO),шт,3,616.0,34.8
